product_index,product_id,encrypted_product_id,model,title,status,display,image_position,url,width,height,occupancy_width,occupancy_height,occupancy_box_area,occupancy_ink,risk,reference_distance,visual_flags,cache
34,12000003229472,AAHcjmk4AOWGexScDcS3aADD,DZ14546082-A,OEM Breathable Mesh Chunky Walking Shoes Lightweight Cushioned Lace-Up Casual Sneakers EU 36-45,approved,Y,3,https://sc04.alicdn.com/kf/A59a76040000f42979704c9d4ca8b0465h.png,320,320,0.9425,0.7125,0.6715,0.4108,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\a5df3f10fdd2923f10635c24e6abf5d616fa813f.jpg
34,12000003229472,AAHcjmk4AOWGexScDcS3aADD,DZ14546082-A,OEM Breathable Mesh Chunky Walking Shoes Lightweight Cushioned Lace-Up Casual Sneakers EU 36-45,approved,Y,4,https://sc04.alicdn.com/kf/Aa57eb45d0ed74f849dc197da405200edY.png,320,320,1.0,1.0,1.0,0.8088,,,EDGE_CROP_OR_FULL_CANVAS;COMPLEX_OR_COLLAGE_BACKGROUND;EDGE_GRAPHIC_OR_DARK_BACKGROUND,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\f0fb3458a786a2535f1c04ecf6df2525bb63e5e7.jpg
34,12000003229472,AAHcjmk4AOWGexScDcS3aADD,DZ14546082-A,OEM Breathable Mesh Chunky Walking Shoes Lightweight Cushioned Lace-Up Casual Sneakers EU 36-45,approved,Y,5,https://sc04.alicdn.com/kf/Acbc16b4ec3964e3d986d79fe468cdd12P.png,320,320,0.6175,0.9675,0.5974,0.398,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\4f318b6b04195de8b517738a93a2a9c8fd1b58be.jpg
34,12000003229472,AAHcjmk4AOWGexScDcS3aADD,DZ14546082-A,OEM Breathable Mesh Chunky Walking Shoes Lightweight Cushioned Lace-Up Casual Sneakers EU 36-45,approved,Y,6,https://sc04.alicdn.com/kf/Af0654a3029fe429cb8b4ad80fcf1c3cdJ.png,320,320,1.0,0.985,0.985,0.6054,,,EDGE_CROP_OR_FULL_CANVAS;COMPLEX_OR_COLLAGE_BACKGROUND,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\12af7953a880dd49427bdc6c8aac25f9c14fdf4f.jpg
35,1601939751023,AAGyjmk4AOWGex-cDVm7iseM,BQ032-R1 / ZX2212,Regular Fit Knit Lace-Up Casual Walking Shoes Large Size for Large Size Daily Walking and Casual Wear Model ZX2212,approved,Y,1,https://sc04.alicdn.com/kf/Sffb2ded9b1374897ba85ef82c6d4161eg.jpg,320,320,0.8225,0.3675,0.3023,0.2011,P0_LOW_HERO_OCCUPANCY,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\f9a7546680f267ef92c05ece864dc1fcb3c0db9a.jpg
35,1601939751023,AAGyjmk4AOWGex-cDVm7iseM,BQ032-R1 / ZX2212,Regular Fit Knit Lace-Up Casual Walking Shoes Large Size for Large Size Daily Walking and Casual Wear Model ZX2212,approved,Y,2,https://sc04.alicdn.com/kf/S294e448e2a14426c961473264bd9514cn.jpg,320,320,0.7625,0.375,0.2859,0.216,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\ce32886ecfe560d6af2715e139ff450f49dac57a.jpg
35,1601939751023,AAGyjmk4AOWGex-cDVm7iseM,BQ032-R1 / ZX2212,Regular Fit Knit Lace-Up Casual Walking Shoes Large Size for Large Size Daily Walking and Casual Wear Model ZX2212,approved,Y,3,https://sc04.alicdn.com/kf/S22ecd44d96794eb8b38b56dd404404b0p.jpg,320,320,0.7925,0.38,0.3011,0.1941,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\e4e48ec3a7d1579f3462f9544696303097d6bc8c.jpg
35,1601939751023,AAGyjmk4AOWGex-cDVm7iseM,BQ032-R1 / ZX2212,Regular Fit Knit Lace-Up Casual Walking Shoes Large Size for Large Size Daily Walking and Casual Wear Model ZX2212,approved,Y,4,https://sc04.alicdn.com/kf/Sb5239cee52474a69b987331346476ac9n.jpg,320,320,0.7375,0.365,0.2692,0.2021,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\946d4e95278a25b98e1a678c6fcf92a0e1d57b10.jpg
35,1601939751023,AAGyjmk4AOWGex-cDVm7iseM,BQ032-R1 / ZX2212,Regular Fit Knit Lace-Up Casual Walking Shoes Large Size for Large Size Daily Walking and Casual Wear Model ZX2212,approved,Y,5,https://sc04.alicdn.com/kf/S6b58242eba63499cb68b4c892b31cd7eX.jpg,320,320,0.795,0.375,0.2981,0.1577,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\036ea707db530966234f7b00b4e330c014392fd5.jpg
35,1601939751023,AAGyjmk4AOWGex-cDVm7iseM,BQ032-R1 / ZX2212,Regular Fit Knit Lace-Up Casual Walking Shoes Large Size for Large Size Daily Walking and Casual Wear Model ZX2212,approved,Y,6,https://sc04.alicdn.com/kf/Sac56cca1d3db4850b9bdc6eb6f01db28T.jpg,320,320,0.7525,0.34,0.2559,0.166,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\8070c94433e260353000305bccfa0b66f358a2be.jpg
36,1601939722196,AAFejmk4AOWGex-cDVm7ikg3,BQ032-O1 / ZX2212,Custom Logo Regular Fit Knit Lace-Up Casual Walking Shoes Large Size OEM ODM Private Label Footwear Supplier Model ZX2212,approved,Y,1,https://sc04.alicdn.com/kf/S3bdd33085efc4671a99fd2df7ca64f03T.jpg,320,320,0.8225,0.395,0.3249,0.21,P0_LOW_HERO_OCCUPANCY,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\ee5039e4e4f4c7fecb9c0e1c70250955b572d7bf.jpg
36,1601939722196,AAFejmk4AOWGex-cDVm7ikg3,BQ032-O1 / ZX2212,Custom Logo Regular Fit Knit Lace-Up Casual Walking Shoes Large Size OEM ODM Private Label Footwear Supplier Model ZX2212,approved,Y,2,https://sc04.alicdn.com/kf/S2ef919e251a4407c9f80cea38a919dcbk.jpg,320,320,0.7625,0.3775,0.2878,0.2169,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\adfd876cb3e828f2f967e67d794ef25ac892b1cc.jpg
36,1601939722196,AAFejmk4AOWGex-cDVm7ikg3,BQ032-O1 / ZX2212,Custom Logo Regular Fit Knit Lace-Up Casual Walking Shoes Large Size OEM ODM Private Label Footwear Supplier Model ZX2212,approved,Y,3,https://sc04.alicdn.com/kf/S896cc0aa42774ce5a8baeccd3d41de77x.jpg,320,320,0.785,0.375,0.2944,0.1554,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\f68e6ae368db42b7ccd63c3f3eafa62ec3f7afb3.jpg
36,1601939722196,AAFejmk4AOWGex-cDVm7ikg3,BQ032-O1 / ZX2212,Custom Logo Regular Fit Knit Lace-Up Casual Walking Shoes Large Size OEM ODM Private Label Footwear Supplier Model ZX2212,approved,Y,4,https://sc04.alicdn.com/kf/S15ea80756da04a78bd307425854d28e1T.jpg,320,320,0.7375,0.3325,0.2452,0.1607,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\b2daef934e21319d9d4c2e307c55dee46279876e.jpg
36,1601939722196,AAFejmk4AOWGex-cDVm7ikg3,BQ032-O1 / ZX2212,Custom Logo Regular Fit Knit Lace-Up Casual Walking Shoes Large Size OEM ODM Private Label Footwear Supplier Model ZX2212,approved,Y,5,https://sc04.alicdn.com/kf/S8228e04afb954ec8a76477485240ec3cT.jpg,320,320,0.8025,0.36,0.2889,0.1933,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\16cf09b8cbb2920d23b0b5b5e66aa652b617fe03.jpg
36,1601939722196,AAFejmk4AOWGex-cDVm7ikg3,BQ032-O1 / ZX2212,Custom Logo Regular Fit Knit Lace-Up Casual Walking Shoes Large Size OEM ODM Private Label Footwear Supplier Model ZX2212,approved,Y,6,https://sc04.alicdn.com/kf/Sb18aca7d61d54e3e85deba2f50b17408L.jpg,320,320,0.7525,0.3725,0.2803,0.2113,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\36f7b64a996e11ee54fd0af0792d3970e9c1bbcb.jpg
37,1601939693331,AAGqjmk4AOWGex-cDVm7jdjw,BQ031-W1 / ZX2116,Wholesale Wide Toe Box Knit Lace-Up Walking Shoes Large Size Factory Supply Model ZX2116,approved,Y,1,https://sc04.alicdn.com/kf/S1f966b8e448444349ed38518718a73f3P.jpg,320,320,0.82,0.3925,0.3219,0.2166,P0_LOW_HERO_OCCUPANCY,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\3629268a77025eb06316736c28d2557d0598fe98.jpg
37,1601939693331,AAGqjmk4AOWGex-cDVm7jdjw,BQ031-W1 / ZX2116,Wholesale Wide Toe Box Knit Lace-Up Walking Shoes Large Size Factory Supply Model ZX2116,approved,Y,2,https://sc04.alicdn.com/kf/S496e6a95e7ff4bce993140c3a0317897f.jpg,320,320,0.76,0.3675,0.2793,0.1815,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\e367f819aedb40303de9a5fdd55c3da35a82c8b9.jpg
37,1601939693331,AAGqjmk4AOWGex-cDVm7jdjw,BQ031-W1 / ZX2116,Wholesale Wide Toe Box Knit Lace-Up Walking Shoes Large Size Factory Supply Model ZX2116,approved,Y,3,https://sc04.alicdn.com/kf/S9146b3d87f704c46a26df9c4ec6554e72.jpg,320,320,0.79,0.385,0.3041,0.199,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\b9c6398267d31e095501486eec80620341d734ad.jpg
37,1601939693331,AAGqjmk4AOWGex-cDVm7jdjw,BQ031-W1 / ZX2116,Wholesale Wide Toe Box Knit Lace-Up Walking Shoes Large Size Factory Supply Model ZX2116,approved,Y,4,https://sc04.alicdn.com/kf/S6f261530fc694642a5a5ea927ab49aa9r.jpg,320,320,0.735,0.3575,0.2628,0.1714,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\eb7448a8a6469f214e94f14bed26afa97fdbac03.jpg
37,1601939693331,AAGqjmk4AOWGex-cDVm7jdjw,BQ031-W1 / ZX2116,Wholesale Wide Toe Box Knit Lace-Up Walking Shoes Large Size Factory Supply Model ZX2116,approved,Y,5,https://sc04.alicdn.com/kf/S2a23020ac16e4af199292ce3ee9f971cJ.jpg,320,320,0.8,0.325,0.26,0.1566,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\f50cdfae49274daa9c4557a90b410e9671b628c2.jpg
37,1601939693331,AAGqjmk4AOWGex-cDVm7jdjw,BQ031-W1 / ZX2116,Wholesale Wide Toe Box Knit Lace-Up Walking Shoes Large Size Factory Supply Model ZX2116,approved,Y,6,https://sc04.alicdn.com/kf/Sc2fec41c5a3547b9af3340b4c165854fI.jpg,320,320,0.75,0.4,0.3,0.2037,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\7b86f690ce34f9e59146d1439a3487295bb0d2bb.jpg
38,1601939667426,AAFhjmk4AOWGex-cDVm7jX4B,BQ031-R1 / ZX2116,Wide Toe Box Knit Lace-Up Walking Shoes Large Size for Wide Fit Daily Walking Model ZX2116,approved,Y,1,https://sc04.alicdn.com/kf/S1c996f7849634717932581493a6a7d95m.jpg,320,320,0.82,0.4,0.328,0.2069,P0_LOW_HERO_OCCUPANCY,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\e6cf6dc807965cc88e182935ecb24954d5b7a4e5.jpg
38,1601939667426,AAFhjmk4AOWGex-cDVm7jX4B,BQ031-R1 / ZX2116,Wide Toe Box Knit Lace-Up Walking Shoes Large Size for Wide Fit Daily Walking Model ZX2116,approved,Y,2,https://sc04.alicdn.com/kf/S8c492c0e49b04c7da0a389b06ad13bf01.jpg,320,320,0.76,0.3675,0.2793,0.1719,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\f8e1e03ac8f9b2f2c495427bbdba7747fa427832.jpg
38,1601939667426,AAFhjmk4AOWGex-cDVm7jX4B,BQ031-R1 / ZX2116,Wide Toe Box Knit Lace-Up Walking Shoes Large Size for Wide Fit Daily Walking Model ZX2116,approved,Y,3,https://sc04.alicdn.com/kf/S3cb5b47e32284e7b8f6f3bef1ce912ef7.jpg,320,320,0.7925,0.3225,0.2556,0.1531,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\9063e75f5ab360b4af8b92f2d94519b9dc0e85c1.jpg
38,1601939667426,AAFhjmk4AOWGex-cDVm7jX4B,BQ031-R1 / ZX2116,Wide Toe Box Knit Lace-Up Walking Shoes Large Size for Wide Fit Daily Walking Model ZX2116,approved,Y,4,https://sc04.alicdn.com/kf/Sc546543ec77c46359035b53059a116a8X.jpg,320,320,0.735,0.3925,0.2885,0.1955,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\aa9ba7370f055340e5b9b98bea1349a7b2b28996.jpg
38,1601939667426,AAFhjmk4AOWGex-cDVm7jX4B,BQ031-R1 / ZX2116,Wide Toe Box Knit Lace-Up Walking Shoes Large Size for Wide Fit Daily Walking Model ZX2116,approved,Y,5,https://sc04.alicdn.com/kf/Sc386571e4f2949a1b92d09d428e6cebep.jpg,320,320,0.8025,0.3825,0.307,0.206,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\f47dd9db6134d5f775f84427e81bf1baac30f14d.jpg
38,1601939667426,AAFhjmk4AOWGex-cDVm7jX4B,BQ031-R1 / ZX2116,Wide Toe Box Knit Lace-Up Walking Shoes Large Size for Wide Fit Daily Walking Model ZX2116,approved,Y,6,https://sc04.alicdn.com/kf/Sff3ad6fb10744301910ad4393fb2c5f6g.jpg,320,320,0.7475,0.3625,0.271,0.1558,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\de843036d4688727de26444ea1f8e00fcaec40e9.jpg
39,1601939672381,AAHKjmk4AOWGex-cDVm7jYre,BQ030-W1 / A811,Wholesale Kids Knit Lace-Up Walking Shoes Factory Supply Model A811,approved,Y,1,https://sc04.alicdn.com/kf/S1f8c34ec59fb44f9b697521a5624f72e1.jpg,320,320,0.82,0.455,0.3731,0.2403,P0_LOW_HERO_OCCUPANCY,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\b6a191cc00ec5e3def5badc524227db61ff50bcd.jpg
39,1601939672381,AAHKjmk4AOWGex-cDVm7jYre,BQ030-W1 / A811,Wholesale Kids Knit Lace-Up Walking Shoes Factory Supply Model A811,approved,Y,2,https://sc04.alicdn.com/kf/S900cb4819e2342b6be41ef503daab7b9P.jpg,320,320,0.76,0.45,0.342,0.1724,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\91e9372c0ccba1479b96fda92854c4f0be5ea57a.jpg
39,1601939672381,AAHKjmk4AOWGex-cDVm7jYre,BQ030-W1 / A811,Wholesale Kids Knit Lace-Up Walking Shoes Factory Supply Model A811,approved,Y,3,https://sc04.alicdn.com/kf/S7e6018a8b49d4bd6b4fac34cd17183ffR.jpg,320,320,0.79,0.4425,0.3496,0.2199,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\6e8c71cc66ccb5367a3bc0e3acd2607ac3dbf33a.jpg
39,1601939672381,AAHKjmk4AOWGex-cDVm7jYre,BQ030-W1 / A811,Wholesale Kids Knit Lace-Up Walking Shoes Factory Supply Model A811,approved,Y,4,https://sc04.alicdn.com/kf/S0f2fb914116344f2acd1799f5a196c8br.jpg,320,320,0.7325,0.295,0.2161,0.1771,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\1264d7a576973a50656a32cfa331ef46196d0c28.jpg
39,1601939672381,AAHKjmk4AOWGex-cDVm7jYre,BQ030-W1 / A811,Wholesale Kids Knit Lace-Up Walking Shoes Factory Supply Model A811,approved,Y,5,https://sc04.alicdn.com/kf/Saea5188816534c17995057ab0769857c7.jpg,320,320,0.775,0.6775,0.5251,0.3122,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\9785e568abe6cf92410f8c0048ca9e17d1122275.jpg
39,1601939672381,AAHKjmk4AOWGex-cDVm7jYre,BQ030-W1 / A811,Wholesale Kids Knit Lace-Up Walking Shoes Factory Supply Model A811,approved,Y,6,https://sc04.alicdn.com/kf/Sff3de3a3639845668d39fe83b772708cb.jpg,320,320,0.75,0.6475,0.4856,0.2993,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\6029212e0cc9d32d9976f671ed0eb915ef2b0290.jpg
40,1601939679363,AAHxjmk4AOWGex-cDVm7ja9g,BQ030-R1 / A811,Kids Knit Lace-Up Walking Shoes for Kids School and Daily Walking Model A811,approved,Y,1,https://sc04.alicdn.com/kf/Se6f7a88bf0814211a0583bce9bbb684ef.jpg,320,320,0.8175,0.455,0.372,0.2147,P0_LOW_HERO_OCCUPANCY,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\6ec059ec8649fac6874c2c6d67d16a9cff14c5d9.jpg
40,1601939679363,AAHxjmk4AOWGex-cDVm7ja9g,BQ030-R1 / A811,Kids Knit Lace-Up Walking Shoes for Kids School and Daily Walking Model A811,approved,Y,2,https://sc04.alicdn.com/kf/S9b4f7a7807e04a85867a51b5b95030ad0.jpg,320,320,0.755,0.3,0.2265,0.1818,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\b102636c749fbc8eea7383f95fbcabea15bfb0d4.jpg
40,1601939679363,AAHxjmk4AOWGex-cDVm7ja9g,BQ030-R1 / A811,Kids Knit Lace-Up Walking Shoes for Kids School and Daily Walking Model A811,approved,Y,3,https://sc04.alicdn.com/kf/Sca86af5fbb044202862de8f9bb81dbfdw.jpg,320,320,0.7625,0.67,0.5109,0.2623,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\e12d4cab96904238b292fbe2f52f7558f9a7a937.jpg
40,1601939679363,AAHxjmk4AOWGex-cDVm7ja9g,BQ030-R1 / A811,Kids Knit Lace-Up Walking Shoes for Kids School and Daily Walking Model A811,approved,Y,4,https://sc04.alicdn.com/kf/S46ffa9ba099d40018ebfdd806c04ada5o.jpg,320,320,0.7375,0.635,0.4683,0.2441,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\c8acb152d312330ceb8de8a4a5740b36a6be71dd.jpg
40,1601939679363,AAHxjmk4AOWGex-cDVm7ja9g,BQ030-R1 / A811,Kids Knit Lace-Up Walking Shoes for Kids School and Daily Walking Model A811,approved,Y,5,https://sc04.alicdn.com/kf/S733b351aed1f49579a131788e45ded1dV.jpg,320,320,0.7975,0.445,0.3549,0.2155,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\2820f1fee3903e40c39cf7be2ce3522d42044283.jpg
40,1601939679363,AAHxjmk4AOWGex-cDVm7ja9g,BQ030-R1 / A811,Kids Knit Lace-Up Walking Shoes for Kids School and Daily Walking Model A811,approved,Y,6,https://sc04.alicdn.com/kf/S6353a3332d34418fa9968f46cfd06088y.jpg,320,320,0.75,0.4425,0.3319,0.1531,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\74e7f6b7a294c2b188509ca4a1c7f816642e0b25.jpg
41,1601939749045,AAH0jmk4AOWGex-cDVm7ir9W,BQ029-W1 / A025,Wholesale High Top Knit Slip-On Walking Shoes Factory Supply Model A025,approved,Y,1,https://sc04.alicdn.com/kf/S716722739cef479e8c693350a381d7fa9.jpg,320,320,0.8175,0.555,0.4537,0.2454,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\444f24dc6f6e915b55047d052b7117a99626e836.jpg
41,1601939749045,AAH0jmk4AOWGex-cDVm7ir9W,BQ029-W1 / A025,Wholesale High Top Knit Slip-On Walking Shoes Factory Supply Model A025,approved,Y,2,https://sc04.alicdn.com/kf/S00da287ac46142d2a8372cca4b775723n.jpg,320,320,0.76,0.5725,0.4351,0.2499,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\e5d8fea1703d91f6952474d68a14fe7ede9b7996.jpg
41,1601939749045,AAH0jmk4AOWGex-cDVm7ir9W,BQ029-W1 / A025,Wholesale High Top Knit Slip-On Walking Shoes Factory Supply Model A025,approved,Y,3,https://sc04.alicdn.com/kf/S58782a1a3c33409e877f268d952050dba.jpg,320,320,0.77,0.67,0.5159,0.2851,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\9f23a31732dbe40f4b49757f565ce8773e4f096e.jpg
41,1601939749045,AAH0jmk4AOWGex-cDVm7ir9W,BQ029-W1 / A025,Wholesale High Top Knit Slip-On Walking Shoes Factory Supply Model A025,approved,Y,4,https://sc04.alicdn.com/kf/S9fe542c79c6b40518b16c448c32a2745F.jpg,320,320,0.7375,0.6075,0.448,0.23,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\06038db933092f6129fa2f16248cbce3f4524262.jpg
41,1601939749045,AAH0jmk4AOWGex-cDVm7ir9W,BQ029-W1 / A025,Wholesale High Top Knit Slip-On Walking Shoes Factory Supply Model A025,approved,Y,5,https://sc04.alicdn.com/kf/S4fa4db9dc18e4f7d88e60234f8770af3a.jpg,320,320,0.78,0.68,0.5304,0.2924,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\0ea10babe3fd5ff5862fcdc41dbbabf0356ed8ca.jpg
41,1601939749045,AAH0jmk4AOWGex-cDVm7ir9W,BQ029-W1 / A025,Wholesale High Top Knit Slip-On Walking Shoes Factory Supply Model A025,approved,Y,6,https://sc04.alicdn.com/kf/Sce06302f8e2447d980f48a1ff192f42as.jpg,320,320,0.7525,0.62,0.4666,0.239,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\93f5698181dde15cc13c3d9a0e3ff2fc7620c5cd.jpg
42,1601939615744,AAH7jmk4AOWGex-cDVm7jLfj,BQ030-O1 / A811,Custom Logo Kids Knit Lace-Up Walking Shoes OEM ODM Private Label Footwear Supplier Model A811,approved,Y,1,https://sc04.alicdn.com/kf/S2d7798ce7e974e94ac02f9ff94a1e5f2s.jpg,320,320,0.7775,0.68,0.5287,0.271,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\89478c6bff50123344302577c848ec86f6efbab2.jpg
42,1601939615744,AAH7jmk4AOWGex-cDVm7jLfj,BQ030-O1 / A811,Custom Logo Kids Knit Lace-Up Walking Shoes OEM ODM Private Label Footwear Supplier Model A811,approved,Y,2,https://sc04.alicdn.com/kf/S0354c5127453443f8f324c73f830644aC.jpg,320,320,0.7625,0.66,0.5032,0.2607,,,HEURISTIC_PASS,C:\Users\spq\Desktop\贝强\02_Alibaba运营\01_店铺与全店诊断\全量商品审查_2026-09-04\全六图视觉二次审计_2026-09-04\cache\5168dec2f66600cc7d27ca64cd35b551ba5043c5.jpg
