productId,encryptedProductId,modelNumber,title,expectedBQ,status,videoTitles,videoIds
1601939585904,AAGwjmk4AOWGex-cDVm7jDyT,BQ003-W1 / R1218,Wholesale Breathable Knit Lace-Up Walking Shoes Lightweight EVA Sole Casual Sneakers Factory Supply Model R1218,003,PRODUCT_VIDEO_MATCH,BQ003 Product and Factory Overview 43s,AAFFjmk4AOWGexucDVhQwc5R
1601939665367,AAEMjmk4AOWGex-cDVm7jXY0,BQ003-O1 / R1218,Custom Logo Breathable Knit Lace-Up Walking Shoes Lightweight EVA Sole Casual Sneakers OEM ODM Private Label Model R1218 All,003,PRODUCT_VIDEO_MATCH,BQ003 Product and Factory Overview 43s,AAFFjmk4AOWGexucDVhQwc5R
1601939654418,AAETjmk4AOWGex-cDVm7jUDx,BQ002-W1 / BQ002,Wholesale Lightweight Knit Slip-On Wide Toe Box Walking Shoes EVA Sole Factory Supply Model BQ002,002,GENERIC_FACTORY_VIDEO,Beiqiang Footwear Factory Overview 42s,AAHKjmk4AOWGexucDVhQwd_F
1601939614689,AAGPjmk4AOWGex-cDVm7jKwC,BQ002-R1 / BQ002,Lightweight Knit Slip-On Wide Toe Box Walking Shoes EVA Sole for Travel Commuting and Daily Walking Model BQ002,002,GENERIC_FACTORY_VIDEO,Beiqiang Footwear Factory Overview 42s,AAHKjmk4AOWGexucDVhQwd_F
1601939635505,AAGtjmk4AOWGex-cDVm7jPrS,BQ002-O1 / BQ002,Custom Logo Lightweight Knit Slip-On Wide Toe Box Walking Shoes EVA Sole OEM ODM Private Label Footwear Supplier Model BQ002,002,GENERIC_FACTORY_VIDEO,Beiqiang Footwear Factory Overview 42s,AAHKjmk4AOWGexucDVhQwd_F
1601939707196,AAHQjmk4AOWGex-cDVm7ihLf,BQ001-W1 / BQ001,Wholesale Breathable Knit Slip-On Wide Toe Box Walking Shoes Lightweight EVA Sole Factory Supply Model BQ001,001,GENERIC_FACTORY_VIDEO,Beiqiang Footwear Factory Overview 42s,AAHKjmk4AOWGexucDVhQwd_F
1601939727104,AAEmjmk4AOWGex-cDVm7imTj,BQ001-R1 / BQ001,Breathable Knit Slip-On Wide Toe Box Walking Shoes Lightweight EVA Sole for Travel Commuting and Daily Walking Model BQ001,001,GENERIC_FACTORY_VIDEO,Beiqiang Footwear Factory Overview 42s,AAHKjmk4AOWGexucDVhQwd_F
1601939572948,AAEnjmk4AOWGex-cDVm7jA83,BQ001-O1 / BQ001,Custom Logo Breathable Knit Slip-On Wide Toe Box Walking Shoes Lightweight EVA Sole OEM ODM Private Label Model BQ001,001,GENERIC_FACTORY_VIDEO,"Footwear Production Process | Making, Checking and Packing",AAGnjmk4AOWGexucDVhQxsS4
10000044021584,AAEWjmk4AOWGexecDTURlFCz,BQ-016,2026 New Kids Slip-On Walking Shoes 201 Solid Mesh Lining Spring Autumn Breathable Lightweight Chunky Sole Sneakers OEM ODM,,PRODUCT_VIDEO_MATCH,BQ016 Product and Factory Overview 43s,AAFQjmk4AOWGexucDVhQzkrT
10000047216427,AAEcjmk4AOWGexecDTURxRDI,BQ051 / K6689,Wholesale Model K6689 Breathable Light Weight Knit Slip-On Walking Shoes Rubber Sole Casual Sneakers EU 35-45,051,GENERIC_FACTORY_VIDEO,Beiqiang_Factory_Workflow_Tips_Vertical_20260828.mp4,AAG2jmk4AOWGexucDVhQxt2u
10000043991998,AAFXjmk4AOWGexecDTURl-Rd,BQ-022,2026 New Striped Knit Slip-On Walking Shoes Ribbed Upper Breathable Chunky Sole Sneakers Spring Autumn Mesh Lining OEM ODM,,PRODUCT_VIDEO_MATCH,BQ022 Product and Factory Overview 43s,AAF7jmk4AOWGexucDVhQzich
1601924732369,AAG5jmk4AOWGex-cDVm6oZIy,BQ038 / M889,Wholesale Knit Lace-Up Chunky Sole Walking Shoes EVA Cushion Casual Sneakers with Mesh Lining and Fleece Option,038,GENERIC_FACTORY_VIDEO,"Footwear Production Process | Making, Checking and Packing",AAGnjmk4AOWGexucDVhQxsS4
1601924347721,AAHVjmk4AOWGex-cDVm6p7Cq,BQ037 / H7116,Wholesale Knit Lace-Up Casual Shoes with Mesh Lining Rubber Toe Cap EVA Midsole & Outsole Fleece Option-Walking Sneakers,037,GENERIC_FACTORY_VIDEO,Beiqiang_Factory_Workflow_Tips_Vertical_20260828.mp4,AAG2jmk4AOWGexucDVhQxt2u
1601825160204,AAG2jmk4AOWGex-cDVm0vjvv,BQ-010,Wholesale Stretch Fabric Breathable Mesh Lining Low Top Lace-Up Walking Sneakers R1601 Toe Cap Lightweight Casual OEM ODM,,PRODUCT_VIDEO_MATCH,BQ010 Product and Factory Overview 43s,AAFejmk4AOWGexucDVhQzjD7
1601839073314,AAGpjmk4AOWGex-cDVm1io_B,BQ020 / A218,Wholesale Spring Summer Breathable Mesh Solid Color Hollow Knit Elastic Lace Slip-On Walking Shoes A218 Lightweight Casual,020,PRODUCT_VIDEO_MATCH,BQ020 Product and Factory Overview 43s,AAF9jmk4AOWGexucDVhQzigi
1601825021825,AAF4jmk4AOWGex-cDVm0sBhi,BQ-008,Wholesale Solid Spring Summer Breathable Mesh Athletic Walking Shoes L1009 Stretch Fabric Upper Thick Sole Lightweight Cushion,,GENERIC_FACTORY_VIDEO,"Footwear Production Process | Making, Checking and Packing",AAGnjmk4AOWGexucDVhQxsS4
10000047196608,AAE0jmk4AOWGexecDTURxM4j,BQ050 / A828,Wholesale Model A828 Breathable Light Weight Plastic Knit Lace-Up Casual Walking Shoes Regular Fit EU 35-45 OEM ODM,050,GENERIC_FACTORY_VIDEO,Beiqiang_Factory_Workflow_Tips_Vertical_20260828.mp4,AAG2jmk4AOWGexucDVhQxt2u
10000047127570,AAHyjmk4AOWGexecDTURx7vx,BQ041 / 202,Wholesale Model BQ041/202 Kids Knit Slip-On Walking Shoes Casual Sneakers EU 31-40 OEM ODM Made in China,041,GENERIC_FACTORY_VIDEO,"Footwear Production Process | Making, Checking and Packing",AAGnjmk4AOWGexucDVhQxsS4
1601839050756,AAH3jmk4AOWGex-cDVm1ijfn,BQ030 / A811,Wholesale Kids Knit Textile Lace-Up Walking Shoes A811 EU 31-40 OEM ODM Light Weight Anti-Slip Comfort Mesh Solid Spring Autumn,030,GENERIC_FACTORY_VIDEO,Beiqiang_Factory_Workflow_Tips_Vertical_20260828.mp4,AAG2jmk4AOWGexucDVhQxt2u
10000047175212,AAEDjmk4AOWGexecDTURxHHP,BQ043 / 8008,Wholesale Model 8008 Knit Lace-Up Round Toe Chunky Sole EVA Midsole Walking Shoes Regular Fit EU 35-45 OEM ODM,043,GENERIC_FACTORY_VIDEO,Beiqiang_Factory_Workflow_Tips_Vertical_20260828.mp4,AAG2jmk4AOWGexucDVhQxt2u
10000044034049,AAGEjmk4AOWGexecDTURlI_i,BQ-017,2026 New Quilted Knit Lace-Up Walking Shoes A008 Solid Mesh Lining Breathable Chunky Sole Spring OEM ODM,,PRODUCT_VIDEO_MATCH,BQ017 Product and Factory Overview 43s,AAEpjmk4AOWGexucDVhQzidP
1601924792152,AAG1jmk4AOWGex-cDVm6rni7,BQ040 / 1689,Wholesale Knit Slip-On Walking Shoes Mesh Lining MD Foam Segmented Sole Lightweight Casual Sneakers for Men,040,GENERIC_FACTORY_VIDEO,Beiqiang_Factory_Workflow_Tips_Vertical_20260828.mp4,AAG2jmk4AOWGexucDVhQxt2u
1601838963947,AAG-jmk4AOWGex-cDVm1jNsI,BQ-021,2026 New All Black Slip-On Knit Walking Shoes BQ-021 Honeycomb Mesh Breathable Wave Sole Lightweight Sneakers OEM Spring/Autumn,,PRODUCT_VIDEO_MATCH,BQ021 Product and Factory Overview 43s,AAE4jmk4AOWGexucDVhQzide
11000037600317,AAHjjmk4AOWGexScDSxl02ve,BQ034 / T5505,Wholesale Knit Slip-On Walking Shoes Breathable Mesh Lining Solid Lightweight EVA Sole Casual Shoes for Spring Autumn Men Women,034,GENERIC_FACTORY_VIDEO,"Footwear Production Process | Making, Checking and Packing",AAGnjmk4AOWGexucDVhQxsS4
10000043725883,AAG1jmk4AOWGexecDTURi9PY,BQ-011,Wholesale Men Knit Slip-On Walking Shoes Lightweight Breathable Anti-Slip Spring/Autumn Mesh Lining Casual Sneakers OEM ODM,,PRODUCT_VIDEO_MATCH,BQ011 Product and Factory Overview 43s,AAFijmk4AOWGexucDVhQzkrl
10000046705043,AAF6jmk4AOWGexecDTURvU5w,BQ-035 / A001,Wholesale Men's Knit Backless Slip-On Mule Shoes Breathable Anti-Slip Mesh Lining Lightweight Casual Walking Clogs Spring Autumn,,GENERIC_FACTORY_VIDEO,Beiqiang_Factory_Workflow_Tips_Vertical_20260828.mp4,AAG2jmk4AOWGexucDVhQxt2u
10000047198577,AAGrjmk4AOWGexecDTURxNaS,BQ048 / A212,Wholesale Model A212 Light Weight Breathable Knit Slip-On Walking Shoes with Plastic Outsole and Fleece Option EU 35-45,048,GENERIC_FACTORY_VIDEO,Beiqiang_Factory_Workflow_Tips_Vertical_20260828.mp4,AAG2jmk4AOWGexucDVhQxt2u
1601839105416,AAFHjmk4AOWGex-cDVm1iwJr,BQ028 / 7212,Wholesale Light Weight Breathable Knit Textile Slip-On Biscuit Sole Casual Shoes Spring Autumn 7212 EU 35-45 OEM ODM,028,PRODUCT_VIDEO_MATCH,BQ028 Product and Factory Overview 43s,AAEAjmk4AOWGexucDVhQzkqD
1601924292931,AAEAjmk4AOWGex-cDVm6puag,BQ036 / 8025,Wholesale High Top Knit Sock Sneakers Slip-On EVA Sole Mesh Lining Casual Walking Shoes for Men and Women,036,GENERIC_FACTORY_VIDEO,Beiqiang_Factory_Workflow_Tips_Vertical_20260828.mp4,AAG2jmk4AOWGexucDVhQxt2u
1601924345456,AAG3jmk4AOWGex-cDVm6p6mT,BQ033 / T5503,Wholesale Breathable Knit Lace-Up Casual Walking Shoes Lightweight Spring Autumn Summer Sneakers for Men and Women,033,GENERIC_FACTORY_VIDEO,"Footwear Production Process | Making, Checking and Packing",AAGnjmk4AOWGexucDVhQxsS4
10000047221334,AAEmjmk4AOWGexecDTURxS21,BQ044 / 811,Wholesale Model 811 Breathable Light Weight Knit Lace-Up Casual Walking Shoes Rubber-Plastic Sole EU 35-45,044,GENERIC_FACTORY_VIDEO,"Footwear Production Process | Making, Checking and Packing",AAGnjmk4AOWGexucDVhQxsS4
10000044041008,AAGKjmk4AOWGexecDTURlKTT,BQ-019,2026 New Solid Spring Autumn Breathable Knit Lace-Up Walking Shoes Honeycomb Mesh Chunky Cloud Sole Sneakers OEM ODM,,PRODUCT_VIDEO_MATCH,BQ019 Product and Factory Overview 43s,AAEvjmk4AOWGexucDVhQzidV
1601924755368,AAEojmk4AOWGex-cDVm6oehL,BQ039 / 155,Wholesale High Top Round Toe Knit Sock Sneakers Slip-On Foamed Midsole Segmented Sole Casual Shoes for Men and Women,039,GENERIC_FACTORY_VIDEO,"Footwear Production Process | Making, Checking and Packing",AAGnjmk4AOWGexucDVhQxsS4
10000044011929,AAFDjmk4AOWGexecDTURlDZ6,BQ026 / T5828,Wholesale Solid Light Weight Anti-Slip Comfort Lace-Up Walking Shoes T5828 Spring Autumn Casual Shoes OEM ODM,026,PRODUCT_VIDEO_MATCH,BQ026 Product and Factory Overview 43s,AAH7jmk4AOWGexucDVhQzjCY
1601839062659,AAESjmk4AOWGex-cDVm1illg,BQ029 / A025,Wholesale High Top Knit Textile Slip-On Walking Shoes Breathable Anti-Slip Comfort Spring Autumn A025 EU 35-45 OEM ODM,029,GENERIC_FACTORY_VIDEO,Beiqiang_Factory_Workflow_Tips_Vertical_20260828.mp4,AAG2jmk4AOWGexucDVhQxt2u
10000046439033,AAEHjmk4AOWGexecDTURsT2a,BQ031 / ZX2116,Wholesale Breathable Comfort Spring/Autumn Mesh Wide Toe Box Knit Lace-Up Walking Shoes ZX2116 Large Size EU 38-47 OEM ODM,031,GENERIC_FACTORY_VIDEO,Beiqiang_Factory_Workflow_Tips_Vertical_20260828.mp4,AAG2jmk4AOWGexucDVhQxt2u
10000046653813,AAHXjmk4AOWGexecDTURvIaW,BQ032 / ZX2212,Wholesale Light Weight Breathable Regular Fit Knit Lace-Up Casual Walking Shoes ZX2212 Spring Autumn Large Size EU 38-47 OEM ODM,032,GENERIC_FACTORY_VIDEO,"Footwear Production Process | Making, Checking and Packing",AAGnjmk4AOWGexucDVhQxsS4
1601814931739,AAENjmk4AOWGex-cDVmzGi74,BQ006 / M8811,Wholesale Summer Autumn Breathable Anti-Slip Knit Lace-Up Walking Shoes M8811 Thick EVA Sole Lightweight Casual Sneakers OEM ODM,006,PRODUCT_VIDEO_MATCH,BQ006 Product and Factory Overview 43s,AAFZjmk4AOWGexucDVhQziAG
10000043763325,AAEGjmk4AOWGexecDTURiGGe,BQ-013,2026 New Soft Knit Slip-On Walking Shoes Lightweight Breathable Mesh Spring/Autumn Anti-Slip Solid Color Casual Sneakers OEM ODM,,PRODUCT_VIDEO_MATCH,BQ013 Product and Factory Overview 43s,AAHyjmk4AOWGexucDVhQziiX
10000047220568,AAEfjmk4AOWGexecDTURxSC7,BQ049 / A230,Wholesale Model A230 Knit Lace-Up Breathable Walking Shoes Lightweight Plastic Outsole Casual Sneakers for Men and Women,049,GENERIC_FACTORY_VIDEO,Beiqiang_Factory_Workflow_Tips_Vertical_20260828.mp4,AAG2jmk4AOWGexucDVhQxt2u
10000043732626,AAFkjmk4AOWGexecDTURi-lx,BQ-014,2026 New Slip-On Knit Walking Shoes A507 Stretch Fabric Breathable Mesh Solid Spring Chunky EVA Sole Casual Sneakers OEM ODM,,GENERIC_FACTORY_VIDEO,"Footwear Production Process | Making, Checking and Packing",AAGnjmk4AOWGexucDVhQxsS4
10000044007878,AAFejmk4AOWGexecDTURlCYl,BQ-018,2026 New Breathable Mesh Knit Walking Shoes Elastic Lace Chunky Cloud Sole Lavender Sneakers OEM ODM Spring Autumn,,GENERIC_FACTORY_VIDEO,"Footwear Production Process | Making, Checking and Packing",AAGnjmk4AOWGexucDVhQxsS4
1601815020244,AAEkjmk4AOWGex-cDVmzG4U3,BQ005 / A503,Wholesale Spring Autumn Hollow Knit Lace-Up Walking Mesh Lining Breathable Lightweight Casual Sneakers A503 OEM ODM,005,PRODUCT_VIDEO_MATCH,BQ005 Product and Factory Overview 43s,AAE5jmk4AOWGexucDVhQwb1W
10000047187673,AAEejmk4AOWGexecDTURxKE6,BQ046 / A155,Wholesale Model A155 High Top Knit Slip-On Sock Sneakers Breathable Light Weight Plastic Outsole for Men and Women EU 35-45,046,GENERIC_FACTORY_VIDEO,Beiqiang_Factory_Workflow_Tips_Vertical_20260828.mp4,AAG2jmk4AOWGexucDVhQxt2u
10000047201716,AAF0jmk4AOWGexecDTURxNpX,BQ052 / 9212,Wholesale Model 9212 Breathable Light Weight Knit Lace-Up Bubble Sole Casual Walking Shoes Regular Fit EU 38-47 OEM ODM,052,GENERIC_FACTORY_VIDEO,"Footwear Production Process | Making, Checking and Packing",AAGnjmk4AOWGexucDVhQxsS4
10000044041031,AAHbjmk4AOWGexecDTURlKSk,BQ024 / A830,Wholesale Light Weight Anti-Slip Knit Textile Slip-On Walking Shoes A830 Mesh Lining Spring/Autumn Casual Shoes EU 37-45 OEM ODM,024,GENERIC_FACTORY_VIDEO,Beiqiang_Factory_Workflow_Tips_Vertical_20260828.mp4,AAG2jmk4AOWGexucDVhQxt2u
10000043744505,AAE8jmk4AOWGexecDTURiBsa,BQ-012,Wholesale Breathable Knit Chunky Walking Shoes M8506 Lightweight Cushion Midsole Mesh Solid Spring Autumn Casual Sneakers OEM,,PRODUCT_VIDEO_MATCH,BQ012 Product and Factory Overview 43s,AAHujmk4AOWGexucDVhQziiT
10000047392343,AAG3jmk4AOWGexecDTURw8G0,BQ059 / A1888,Wholesale Model A1888 High Top Knit Sock Sneakers Slip-On Cushion Sole Casual Walking Shoes EU 35-45,059,GENERIC_FACTORY_VIDEO,Beiqiang_Factory_Workflow_Tips_Vertical_20260828.mp4,AAG2jmk4AOWGexucDVhQxt2u
10000047208726,AAE2jmk4AOWGexecDTURxP71,BQ047 / A189,Wholesale Model A189 Men's High Top Knit Slip-On Shoes Breathable Light Weight Plastic EVA Blend Sole Casual Sock Sneakers,047,GENERIC_FACTORY_VIDEO,Beiqiang_Factory_Workflow_Tips_Vertical_20260828.mp4,AAG2jmk4AOWGexucDVhQxt2u
10000047396313,AAFOjmk4AOWGexecDTURw9I6,BQ060 / A350,Wholesale Model A350 Knit Lace-Up Casual Walking Shoes Lightweight Rubber-Plastic Sole Sneakers EU 35-45,060,GENERIC_FACTORY_VIDEO,Beiqiang_Factory_Workflow_Tips_Vertical_20260828.mp4,AAG2jmk4AOWGexucDVhQxt2u
10000047356491,AAEnjmk4AOWGexecDTURwz2o,BQ061 / AA811,Wholesale Model AA811 Breathable Knit Lace-Up Walking Shoes Lightweight Cushion Sole Casual Sneakers EU 35-45,061,GENERIC_FACTORY_VIDEO,"Footwear Production Process | Making, Checking and Packing",AAGnjmk4AOWGexucDVhQxsS4
10000047307924,AAEzjmk4AOWGexecDTURwnt3,BQ053 / 1888,Wholesale Model 1888 High Top Knit Sock Sneakers PU Segmented Sole Casual Shoes with Fleece Option,053,GENERIC_FACTORY_VIDEO,Beiqiang_Factory_Workflow_Tips_Vertical_20260828.mp4,AAG2jmk4AOWGexucDVhQxt2u
10000043200726,AAEOjmk4AOWGexecDTURg9c1,BQ003 / R1218,Wholesale Breathable Knit Lace-Up Walking Shoes R1218 Lightweight EVA Sole Casual Sneakers OEM ODM,003,PRODUCT_VIDEO_MATCH,BQ003 Product and Factory Overview 43s,AAFFjmk4AOWGexucDVhQwc5R
10000047166193,AAEqjmk4AOWGexecDTURxFUS,BQ042 / 206,Wholesale Model 206 Knit Lace-Up Walking Shoes Regular Fit Casual Sneakers EU 35-45 OEM ODM,042,GENERIC_FACTORY_VIDEO,"Footwear Production Process | Making, Checking and Packing",AAGnjmk4AOWGexucDVhQxsS4
10000044024484,AAE_jmk4AOWGexecDTURlGVH,BQ025 / A1689,Wholesale Low Cut Knit Textile Slip-On Walking Shoes A1689 Casual Shoes EU 35-45 OEM ODM,025,PRODUCT_VIDEO_MATCH,BQ025 Product and Factory Overview 43s,AAEJjmk4AOWGexucDVhQzigu
10000044004948,AAHbjmk4AOWGexecDTURlBG3,BQ023 / A505,Wholesale Soft Knit Slip-On Walking Shoes A505 Breathable Thick Sole Casual Sneakers OEM ODM,023,PRODUCT_VIDEO_MATCH,BQ023 Product and Factory Overview 43s,AAEBjmk4AOWGexucDVhQzicn
10000044028277,AAGfjmk4AOWGexecDTURlHaW,BQ027 / K6116,Wholesale Knit Textile Lace Detail Casual Walking Shoes K6116 OEM ODM,027,PRODUCT_VIDEO_MATCH,BQ027 Product and Factory Overview 43s,AAHljmk4AOWGexucDVhQzlPf
1601825070472,AAFDjmk4AOWGex-cDVm0sNpr,BQ-007,Wholesale Slip-On Knit Walking Shoes L0017 Breathable Cushioned Lightweight Casual Sneakers OEM ODM,,GENERIC_FACTORY_VIDEO,"Footwear Production Process | Making, Checking and Packing",AAGnjmk4AOWGexucDVhQxsS4
1601825074604,AAE3jmk4AOWGex-cDVm0sOpP,BQ-009,Wholesale Breathable Mesh Athletic Walking Shoes L1026 Thick Sole Lightweight Casual Sneakers OEM ODM,,PRODUCT_VIDEO_MATCH,BQ009 Product and Factory Overview 43s,AAFejmk4AOWGexucDVhQzkrh
10000043201799,AAG4jmk4AOWGexecDTURg9Lk,BQ-004,Wholesale Slip-On Knit Walking Shoes A502 Lightweight Flexible Breathable Casual Loafers OEM ODM,,PRODUCT_VIDEO_MATCH,BQ004 Product and Factory Overview 43s,AAF2jmk4AOWGexucDVhQwdl3
10000042896165,AAH4jmk4AOWGexecDTURhyzG,BQ-002,Wholesale Extra Wide Toe Box Walking Shoes Stretch Knit Breathable Lightweight Comfort Sneakers OEM ODM,,GENERIC_FACTORY_VIDEO,Beiqiang_Factory_Workflow_Tips_Vertical_20260828.mp4,AAG2jmk4AOWGexucDVhQxt2u
10000042821848,AAFPjmk4AOWGexecDTURhg87,BQ-001,Wholesale Men Wide Toe Box Slip-On Walking Shoes Breathable Stretch Knit Lightweight Casual Sneakers OEM ODM,,GENERIC_FACTORY_VIDEO,Beiqiang Footwear Factory Overview 42s,AAHKjmk4AOWGexucDVhQwd_F
