product_index,product_id,encrypted_product_id,model,title,status,display,image_position,url,width,height,occupancy_width,occupancy_height,occupancy_box_area,occupancy_ink,risk,reference_distance
39,1601939672381,AAHKjmk4AOWGex-cDVm7jYre,BQ030-W1 / A811,Wholesale Kids Knit Lace-Up Walking Shoes Factory Supply Model A811,approved,Y,5,https://sc04.alicdn.com/kf/Saea5188816534c17995057ab0769857c7.jpg,320,320,0.775,0.6775,0.5251,0.3122,,
39,1601939672381,AAHKjmk4AOWGex-cDVm7jYre,BQ030-W1 / A811,Wholesale Kids Knit Lace-Up Walking Shoes Factory Supply Model A811,approved,Y,6,https://sc04.alicdn.com/kf/Sff3de3a3639845668d39fe83b772708cb.jpg,320,320,0.75,0.6475,0.4856,0.2993,,
40,1601939679363,AAHxjmk4AOWGex-cDVm7ja9g,BQ030-R1 / A811,Kids Knit Lace-Up Walking Shoes for Kids School and Daily Walking Model A811,approved,Y,1,https://sc04.alicdn.com/kf/Se6f7a88bf0814211a0583bce9bbb684ef.jpg,320,320,0.8175,0.455,0.372,0.2147,P0_LOW_HERO_OCCUPANCY,
40,1601939679363,AAHxjmk4AOWGex-cDVm7ja9g,BQ030-R1 / A811,Kids Knit Lace-Up Walking Shoes for Kids School and Daily Walking Model A811,approved,Y,2,https://sc04.alicdn.com/kf/S9b4f7a7807e04a85867a51b5b95030ad0.jpg,320,320,0.755,0.3,0.2265,0.1818,,
40,1601939679363,AAHxjmk4AOWGex-cDVm7ja9g,BQ030-R1 / A811,Kids Knit Lace-Up Walking Shoes for Kids School and Daily Walking Model A811,approved,Y,3,https://sc04.alicdn.com/kf/Sca86af5fbb044202862de8f9bb81dbfdw.jpg,320,320,0.7625,0.67,0.5109,0.2623,,
40,1601939679363,AAHxjmk4AOWGex-cDVm7ja9g,BQ030-R1 / A811,Kids Knit Lace-Up Walking Shoes for Kids School and Daily Walking Model A811,approved,Y,4,https://sc04.alicdn.com/kf/S46ffa9ba099d40018ebfdd806c04ada5o.jpg,320,320,0.7375,0.635,0.4683,0.2441,,
40,1601939679363,AAHxjmk4AOWGex-cDVm7ja9g,BQ030-R1 / A811,Kids Knit Lace-Up Walking Shoes for Kids School and Daily Walking Model A811,approved,Y,5,https://sc04.alicdn.com/kf/S733b351aed1f49579a131788e45ded1dV.jpg,320,320,0.7975,0.445,0.3549,0.2155,,
40,1601939679363,AAHxjmk4AOWGex-cDVm7ja9g,BQ030-R1 / A811,Kids Knit Lace-Up Walking Shoes for Kids School and Daily Walking Model A811,approved,Y,6,https://sc04.alicdn.com/kf/S6353a3332d34418fa9968f46cfd06088y.jpg,320,320,0.75,0.4425,0.3319,0.1531,,
41,1601939749045,AAH0jmk4AOWGex-cDVm7ir9W,BQ029-W1 / A025,Wholesale High Top Knit Slip-On Walking Shoes Factory Supply Model A025,approved,Y,1,https://sc04.alicdn.com/kf/S716722739cef479e8c693350a381d7fa9.jpg,320,320,0.8175,0.555,0.4537,0.2454,,
41,1601939749045,AAH0jmk4AOWGex-cDVm7ir9W,BQ029-W1 / A025,Wholesale High Top Knit Slip-On Walking Shoes Factory Supply Model A025,approved,Y,2,https://sc04.alicdn.com/kf/S00da287ac46142d2a8372cca4b775723n.jpg,320,320,0.76,0.5725,0.4351,0.2499,,
41,1601939749045,AAH0jmk4AOWGex-cDVm7ir9W,BQ029-W1 / A025,Wholesale High Top Knit Slip-On Walking Shoes Factory Supply Model A025,approved,Y,3,https://sc04.alicdn.com/kf/S58782a1a3c33409e877f268d952050dba.jpg,320,320,0.77,0.67,0.5159,0.2851,,
41,1601939749045,AAH0jmk4AOWGex-cDVm7ir9W,BQ029-W1 / A025,Wholesale High Top Knit Slip-On Walking Shoes Factory Supply Model A025,approved,Y,4,https://sc04.alicdn.com/kf/S9fe542c79c6b40518b16c448c32a2745F.jpg,320,320,0.7375,0.6075,0.448,0.23,,
41,1601939749045,AAH0jmk4AOWGex-cDVm7ir9W,BQ029-W1 / A025,Wholesale High Top Knit Slip-On Walking Shoes Factory Supply Model A025,approved,Y,5,https://sc04.alicdn.com/kf/S4fa4db9dc18e4f7d88e60234f8770af3a.jpg,320,320,0.78,0.68,0.5304,0.2924,,
41,1601939749045,AAH0jmk4AOWGex-cDVm7ir9W,BQ029-W1 / A025,Wholesale High Top Knit Slip-On Walking Shoes Factory Supply Model A025,approved,Y,6,https://sc04.alicdn.com/kf/Sce06302f8e2447d980f48a1ff192f42as.jpg,320,320,0.7525,0.62,0.4666,0.239,,
42,1601939615744,AAH7jmk4AOWGex-cDVm7jLfj,BQ030-O1 / A811,Custom Logo Kids Knit Lace-Up Walking Shoes OEM ODM Private Label Footwear Supplier Model A811,approved,Y,1,https://sc04.alicdn.com/kf/S2d7798ce7e974e94ac02f9ff94a1e5f2s.jpg,320,320,0.7775,0.68,0.5287,0.271,,
42,1601939615744,AAH7jmk4AOWGex-cDVm7jLfj,BQ030-O1 / A811,Custom Logo Kids Knit Lace-Up Walking Shoes OEM ODM Private Label Footwear Supplier Model A811,approved,Y,2,https://sc04.alicdn.com/kf/S0354c5127453443f8f324c73f830644aC.jpg,320,320,0.7625,0.66,0.5032,0.2607,,
42,1601939615744,AAH7jmk4AOWGex-cDVm7jLfj,BQ030-O1 / A811,Custom Logo Kids Knit Lace-Up Walking Shoes OEM ODM Private Label Footwear Supplier Model A811,approved,Y,3,https://sc04.alicdn.com/kf/Sfa3beb63a9dd4823b9f4d3de35baaeb31.jpg,320,320,0.7875,0.44,0.3465,0.2118,,
42,1601939615744,AAH7jmk4AOWGex-cDVm7jLfj,BQ030-O1 / A811,Custom Logo Kids Knit Lace-Up Walking Shoes OEM ODM Private Label Footwear Supplier Model A811,approved,Y,4,https://sc04.alicdn.com/kf/S82cce3f11bc4410183fa57dabe9cb727K.jpg,320,320,0.735,0.435,0.3197,0.149,,
42,1601939615744,AAH7jmk4AOWGex-cDVm7jLfj,BQ030-O1 / A811,Custom Logo Kids Knit Lace-Up Walking Shoes OEM ODM Private Label Footwear Supplier Model A811,approved,Y,5,https://sc04.alicdn.com/kf/Sc76d26c52b234ce58917edd0a93d30c6l.jpg,320,320,0.795,0.4475,0.3558,0.2067,,
42,1601939615744,AAH7jmk4AOWGex-cDVm7jLfj,BQ030-O1 / A811,Custom Logo Kids Knit Lace-Up Walking Shoes OEM ODM Private Label Footwear Supplier Model A811,approved,Y,6,https://sc04.alicdn.com/kf/S37dacb7518d0405cba50a905754b4299V.jpg,320,320,0.7475,0.3,0.2243,0.178,,
43,1601939607770,AAExjmk4AOWGex-cDVm7jJc5,BQ029-R1 / A025,High Top Knit Slip-On Walking Shoes for Autumn Winter Casual Walking Model A025,approved,Y,1,https://sc04.alicdn.com/kf/S2493e32677334553bc9c0356f9379316i.jpg,320,320,0.7825,0.68,0.5321,0.2944,,
43,1601939607770,AAExjmk4AOWGex-cDVm7jJc5,BQ029-R1 / A025,High Top Knit Slip-On Walking Shoes for Autumn Winter Casual Walking Model A025,approved,Y,2,https://sc04.alicdn.com/kf/S2f913999da7a406b92af0293c9952676r.jpg,320,320,0.7625,0.63,0.4804,0.2458,,
43,1601939607770,AAExjmk4AOWGex-cDVm7jJc5,BQ029-R1 / A025,High Top Knit Slip-On Walking Shoes for Autumn Winter Casual Walking Model A025,approved,Y,3,https://sc04.alicdn.com/kf/S8eaa3867feea4fabb4814de1f2eff5fdO.jpg,320,320,0.7675,0.6725,0.5161,0.2851,,
43,1601939607770,AAExjmk4AOWGex-cDVm7jJc5,BQ029-R1 / A025,High Top Knit Slip-On Walking Shoes for Autumn Winter Casual Walking Model A025,approved,Y,4,https://sc04.alicdn.com/kf/S528a1365d53848b1bc6ebb08b79a36c8s.jpg,320,320,0.7375,0.61,0.4499,0.2304,,
43,1601939607770,AAExjmk4AOWGex-cDVm7jJc5,BQ029-R1 / A025,High Top Knit Slip-On Walking Shoes for Autumn Winter Casual Walking Model A025,approved,Y,5,https://sc04.alicdn.com/kf/Sb3812e33f4174a0c928cbc268cb5986ap.jpg,320,320,0.8,0.5425,0.434,0.234,,
43,1601939607770,AAExjmk4AOWGex-cDVm7jJc5,BQ029-R1 / A025,High Top Knit Slip-On Walking Shoes for Autumn Winter Casual Walking Model A025,approved,Y,6,https://sc04.alicdn.com/kf/S79a67ee533c240b99ca691bc73943cbay.jpg,320,320,0.7525,0.56,0.4214,0.2431,,
44,1601939721228,AAEZjmk4AOWGex-cDVm7ikvv,BQ029-O1 / A025,Custom Logo High Top Knit Slip-On Walking Shoes OEM ODM Private Label Footwear Supplier Model A025,approved,Y,1,https://sc04.alicdn.com/kf/Sf364c6fd585d4c00bad63b289a856b6fI.jpg,320,320,0.7825,0.6825,0.5341,0.2949,,
44,1601939721228,AAEZjmk4AOWGex-cDVm7ikvv,BQ029-O1 / A025,Custom Logo High Top Knit Slip-On Walking Shoes OEM ODM Private Label Footwear Supplier Model A025,approved,Y,2,https://sc04.alicdn.com/kf/S22052a71bf2048ae9e234c1326348836b.jpg,320,320,0.7625,0.6325,0.4823,0.2471,,
44,1601939721228,AAEZjmk4AOWGex-cDVm7ikvv,BQ029-O1 / A025,Custom Logo High Top Knit Slip-On Walking Shoes OEM ODM Private Label Footwear Supplier Model A025,approved,Y,3,https://sc04.alicdn.com/kf/Se23700b9bded4c74bf30262495e44105s.jpg,320,320,0.79,0.5375,0.4246,0.2296,,
44,1601939721228,AAEZjmk4AOWGex-cDVm7ikvv,BQ029-O1 / A025,Custom Logo High Top Knit Slip-On Walking Shoes OEM ODM Private Label Footwear Supplier Model A025,approved,Y,4,https://sc04.alicdn.com/kf/Sf6ca6eb8452d4cc59671eee59e606890K.jpg,320,320,0.7375,0.5525,0.4075,0.2346,,
44,1601939721228,AAEZjmk4AOWGex-cDVm7ikvv,BQ029-O1 / A025,Custom Logo High Top Knit Slip-On Walking Shoes OEM ODM Private Label Footwear Supplier Model A025,approved,Y,5,https://sc04.alicdn.com/kf/S355645e4b9f9497cbeced0d879f280002.jpg,320,320,0.7825,0.68,0.5321,0.2954,,
44,1601939721228,AAEZjmk4AOWGex-cDVm7ikvv,BQ029-O1 / A025,Custom Logo High Top Knit Slip-On Walking Shoes OEM ODM Private Label Footwear Supplier Model A025,approved,Y,6,https://sc04.alicdn.com/kf/Sb17c688e42cb47ffac5f4f78c7f08c23g.jpg,320,320,0.7525,0.6225,0.4684,0.2409,,
45,1601939720204,AAEdjmk4AOWGex-cDVm7ik_v,BQ028-W1 / BISCUIT,Wholesale Knit Slip-On Biscuit Sole Casual Walking Shoes Factory Supply Model BISCUIT,approved,Y,1,https://sc04.alicdn.com/kf/S9b94962d041f4cf6b9b6a9ad6b38e29dv.jpg,320,320,0.82,0.3775,0.3095,0.1635,P0_LOW_HERO_OCCUPANCY,
45,1601939720204,AAEdjmk4AOWGex-cDVm7ik_v,BQ028-W1 / BISCUIT,Wholesale Knit Slip-On Biscuit Sole Casual Walking Shoes Factory Supply Model BISCUIT,approved,Y,2,https://sc04.alicdn.com/kf/Sfda583a996bb4b60bf0470b55dbca80fo.jpg,320,320,0.76,0.315,0.2394,0.1425,,
45,1601939720204,AAEdjmk4AOWGex-cDVm7ik_v,BQ028-W1 / BISCUIT,Wholesale Knit Slip-On Biscuit Sole Casual Walking Shoes Factory Supply Model BISCUIT,approved,Y,3,https://sc04.alicdn.com/kf/Sca5ddb160ed5462d8c365875ab96352du.jpg,320,320,0.79,0.36,0.2844,0.176,,
45,1601939720204,AAEdjmk4AOWGex-cDVm7ik_v,BQ028-W1 / BISCUIT,Wholesale Knit Slip-On Biscuit Sole Casual Walking Shoes Factory Supply Model BISCUIT,approved,Y,4,https://sc04.alicdn.com/kf/Sdfd3934f26884244b2d1d7f4f96325499.jpg,320,320,0.735,0.3325,0.2444,0.1525,,
45,1601939720204,AAEdjmk4AOWGex-cDVm7ik_v,BQ028-W1 / BISCUIT,Wholesale Knit Slip-On Biscuit Sole Casual Walking Shoes Factory Supply Model BISCUIT,approved,Y,5,https://sc04.alicdn.com/kf/S1b7b16f0b5be4f58aa73cee41c4b4be2i.jpg,320,320,0.53,0.6775,0.3591,0.1763,,
45,1601939720204,AAEdjmk4AOWGex-cDVm7ik_v,BQ028-W1 / BISCUIT,Wholesale Knit Slip-On Biscuit Sole Casual Walking Shoes Factory Supply Model BISCUIT,approved,Y,6,https://sc04.alicdn.com/kf/S825317d5001249948fa61d4abd847488B.jpg,320,320,0.6925,0.72,0.4986,0.2595,,
46,1601939625627,AAEqjmk4AOWGex-cDVm7jNF4,BQ028-R1 / BISCUIT,Knit Slip-On Biscuit Sole Casual Walking Shoes for Travel Commuting and Daily Wear Model BISCUIT,approved,Y,1,https://sc04.alicdn.com/kf/Sa7c186853aed4728b7ad2149661fb385S.jpg,320,320,0.82,0.37,0.3034,0.1611,P0_LOW_HERO_OCCUPANCY,
46,1601939625627,AAEqjmk4AOWGex-cDVm7jNF4,BQ028-R1 / BISCUIT,Knit Slip-On Biscuit Sole Casual Walking Shoes for Travel Commuting and Daily Wear Model BISCUIT,approved,Y,2,https://sc04.alicdn.com/kf/S951a3ab1638f4d65a03a158934bde914K.jpg,320,320,0.7625,0.345,0.2631,0.1559,,
46,1601939625627,AAEqjmk4AOWGex-cDVm7jNF4,BQ028-R1 / BISCUIT,Knit Slip-On Biscuit Sole Casual Walking Shoes for Travel Commuting and Daily Wear Model BISCUIT,approved,Y,3,https://sc04.alicdn.com/kf/S8fa23959ea6143beb0674e5764e57858v.jpg,320,320,0.5225,0.6725,0.3514,0.1636,,
46,1601939625627,AAEqjmk4AOWGex-cDVm7jNF4,BQ028-R1 / BISCUIT,Knit Slip-On Biscuit Sole Casual Walking Shoes for Travel Commuting and Daily Wear Model BISCUIT,approved,Y,4,https://sc04.alicdn.com/kf/S75f61a8c32ed4e1eb0ccb97a3eb78898G.jpg,320,320,0.7125,0.74,0.5272,0.1916,,
46,1601939625627,AAEqjmk4AOWGex-cDVm7jNF4,BQ028-R1 / BISCUIT,Knit Slip-On Biscuit Sole Casual Walking Shoes for Travel Commuting and Daily Wear Model BISCUIT,approved,Y,5,https://sc04.alicdn.com/kf/S0b7bde910b254920b5109d9579b5b49dY.jpg,320,320,0.7975,0.3675,0.2931,0.1004,,
46,1601939625627,AAEqjmk4AOWGex-cDVm7jNF4,BQ028-R1 / BISCUIT,Knit Slip-On Biscuit Sole Casual Walking Shoes for Travel Commuting and Daily Wear Model BISCUIT,approved,Y,6,https://sc04.alicdn.com/kf/Sa901fcbf16a74b40a7d78cb90fbf71391.jpg,320,320,0.7525,0.31,0.2333,0.1382,,
47,1601939616762,AAGujmk4AOWGex-cDVm7jLQZ,BQ027-W1 / K6116,Wholesale Knit Lace Detail Casual Walking Shoes Factory Supply Model K6116,approved,Y,1,https://sc04.alicdn.com/kf/Sd22844ef0e374cd998061ead5e5163422.jpg,320,320,0.81,0.46,0.3726,0.2011,P0_LOW_HERO_OCCUPANCY,
47,1601939616762,AAGujmk4AOWGex-cDVm7jLQZ,BQ027-W1 / K6116,Wholesale Knit Lace Detail Casual Walking Shoes Factory Supply Model K6116,approved,Y,2,https://sc04.alicdn.com/kf/S8d2d8a9efeb74fc6ae6698d5cf7cfb16V.jpg,320,320,0.76,0.435,0.3306,0.2215,,
47,1601939616762,AAGujmk4AOWGex-cDVm7jLQZ,BQ027-W1 / K6116,Wholesale Knit Lace Detail Casual Walking Shoes Factory Supply Model K6116,approved,Y,3,https://sc04.alicdn.com/kf/S66033eba38a34fd48e443ae3c9fe9506w.jpg,320,320,0.7875,0.525,0.4134,0.259,,
47,1601939616762,AAGujmk4AOWGex-cDVm7jLQZ,BQ027-W1 / K6116,Wholesale Knit Lace Detail Casual Walking Shoes Factory Supply Model K6116,approved,Y,4,https://sc04.alicdn.com/kf/S22ae31332fc6453c89bde94e5a11a3ba0.jpg,320,320,0.7375,0.5525,0.4075,0.297,,
47,1601939616762,AAGujmk4AOWGex-cDVm7jLQZ,BQ027-W1 / K6116,Wholesale Knit Lace Detail Casual Walking Shoes Factory Supply Model K6116,approved,Y,5,https://sc04.alicdn.com/kf/S051206678842404288a9fda734f1cdd99.jpg,320,320,0.8,0.4625,0.37,0.2393,,
47,1601939616762,AAGujmk4AOWGex-cDVm7jLQZ,BQ027-W1 / K6116,Wholesale Knit Lace Detail Casual Walking Shoes Factory Supply Model K6116,approved,Y,6,https://sc04.alicdn.com/kf/Scfdb4c22d0cf446cbf07e1a9dab0f1d4C.jpg,320,320,0.75,0.46,0.345,0.2107,,
48,1601939705262,AAE2jmk4AOWGex-cDVm7igpN,BQ028-O1 / BISCUIT,Custom Logo Knit Slip-On Biscuit Sole Casual Walking Shoes OEM ODM Private Label Footwear Supplier Model BISCUIT,approved,Y,1,https://sc04.alicdn.com/kf/S37ecefa5595d4998a9b687b78fcdcf2dI.jpg,320,320,0.5325,0.6825,0.3634,0.1696,,
48,1601939705262,AAE2jmk4AOWGex-cDVm7igpN,BQ028-O1 / BISCUIT,Custom Logo Knit Slip-On Biscuit Sole Casual Walking Shoes OEM ODM Private Label Footwear Supplier Model BISCUIT,approved,Y,2,https://sc04.alicdn.com/kf/S9e0a27285b8d4d47a5afcbcc41b75780e.jpg,320,320,0.6925,0.7225,0.5003,0.1828,,
48,1601939705262,AAE2jmk4AOWGex-cDVm7igpN,BQ028-O1 / BISCUIT,Custom Logo Knit Slip-On Biscuit Sole Casual Walking Shoes OEM ODM Private Label Footwear Supplier Model BISCUIT,approved,Y,3,https://sc04.alicdn.com/kf/S6e383596e45b4ab1bac9adc083da419cY.jpg,320,320,0.79,0.365,0.2883,0.0986,,
48,1601939705262,AAE2jmk4AOWGex-cDVm7igpN,BQ028-O1 / BISCUIT,Custom Logo Knit Slip-On Biscuit Sole Casual Walking Shoes OEM ODM Private Label Footwear Supplier Model BISCUIT,approved,Y,4,https://sc04.alicdn.com/kf/S2cc7310741de41408966984c29d131c4y.jpg,320,320,0.7375,0.3075,0.2268,0.1338,,
48,1601939705262,AAE2jmk4AOWGex-cDVm7igpN,BQ028-O1 / BISCUIT,Custom Logo Knit Slip-On Biscuit Sole Casual Walking Shoes OEM ODM Private Label Footwear Supplier Model BISCUIT,approved,Y,5,https://sc04.alicdn.com/kf/Sdeeb29142b804682b60645c3fb387defv.jpg,320,320,0.8,0.365,0.292,0.1547,,
48,1601939705262,AAE2jmk4AOWGex-cDVm7igpN,BQ028-O1 / BISCUIT,Custom Logo Knit Slip-On Biscuit Sole Casual Walking Shoes OEM ODM Private Label Footwear Supplier Model BISCUIT,approved,Y,6,https://sc04.alicdn.com/kf/Sfc7e0db105634875953c3e9f40047601J.jpg,320,320,0.75,0.34,0.255,0.1519,,
49,1601939745065,AAHXjmk4AOWGex-cDVm7iq7K,BQ026-W1 / T5828,Wholesale Knit Lace-Up Walking Shoes Casual Shoes Factory Supply Model T5828,approved,Y,1,https://sc04.alicdn.com/kf/S4f64323e6de545299bf20d9e537afa747.jpg,320,320,0.82,0.375,0.3075,0.1885,P0_LOW_HERO_OCCUPANCY,
49,1601939745065,AAHXjmk4AOWGex-cDVm7iq7K,BQ026-W1 / T5828,Wholesale Knit Lace-Up Walking Shoes Casual Shoes Factory Supply Model T5828,approved,Y,2,https://sc04.alicdn.com/kf/Sfb2e630e1e444749b1449e67a319af6eW.jpg,320,320,0.76,0.3525,0.2679,0.1693,,
49,1601939745065,AAHXjmk4AOWGex-cDVm7iq7K,BQ026-W1 / T5828,Wholesale Knit Lace-Up Walking Shoes Casual Shoes Factory Supply Model T5828,approved,Y,3,https://sc04.alicdn.com/kf/S7208b8638f5542b8ac10525f5b4b27c64.jpg,320,320,0.79,0.3975,0.314,0.175,,
49,1601939745065,AAHXjmk4AOWGex-cDVm7iq7K,BQ026-W1 / T5828,Wholesale Knit Lace-Up Walking Shoes Casual Shoes Factory Supply Model T5828,approved,Y,4,https://sc04.alicdn.com/kf/S08f36663d96f4a2ba3a8c0d4cb656ea7f.jpg,320,320,0.7375,0.3625,0.2673,0.154,,
49,1601939745065,AAHXjmk4AOWGex-cDVm7iq7K,BQ026-W1 / T5828,Wholesale Knit Lace-Up Walking Shoes Casual Shoes Factory Supply Model T5828,approved,Y,5,https://sc04.alicdn.com/kf/S0e2b2477282a454fa70c0bea6840f570p.jpg,320,320,0.75,0.6775,0.5081,0.2258,,
49,1601939745065,AAHXjmk4AOWGex-cDVm7iq7K,BQ026-W1 / T5828,Wholesale Knit Lace-Up Walking Shoes Casual Shoes Factory Supply Model T5828,approved,Y,6,https://sc04.alicdn.com/kf/Sf00c3d9a397a4b7784f2c85a17976e1aL.jpg,320,320,0.75,0.69,0.5175,0.2543,,
50,1601939692338,AAGPjmk4AOWGex-cDVm7jdzR,BQ027-R1 / K6116,Knit Lace Detail Casual Walking Shoes for Daily Walking and Casual Wear Model K6116,approved,Y,1,https://sc04.alicdn.com/kf/Sdf81094251c045669db57fc61d6a98afN.jpg,320,320,0.81,0.545,0.4415,0.248,,
50,1601939692338,AAGPjmk4AOWGex-cDVm7jdzR,BQ027-R1 / K6116,Knit Lace Detail Casual Walking Shoes for Daily Walking and Casual Wear Model K6116,approved,Y,2,https://sc04.alicdn.com/kf/S645221eeae924c329e26f0af8f28b1c8a.jpg,320,320,0.7625,0.57,0.4346,0.3175,,
50,1601939692338,AAGPjmk4AOWGex-cDVm7jdzR,BQ027-R1 / K6116,Knit Lace Detail Casual Walking Shoes for Daily Walking and Casual Wear Model K6116,approved,Y,3,https://sc04.alicdn.com/kf/S88ace1c6f9b24ee88b8ea08fcf41d292P.jpg,320,320,0.79,0.455,0.3594,0.2171,,
50,1601939692338,AAGPjmk4AOWGex-cDVm7jdzR,BQ027-R1 / K6116,Knit Lace Detail Casual Walking Shoes for Daily Walking and Casual Wear Model K6116,approved,Y,4,https://sc04.alicdn.com/kf/S40194f431996470891c54fec87dc61ee8.jpg,320,320,0.735,0.45,0.3307,0.1913,,
50,1601939692338,AAGPjmk4AOWGex-cDVm7jdzR,BQ027-R1 / K6116,Knit Lace Detail Casual Walking Shoes for Daily Walking and Casual Wear Model K6116,approved,Y,5,https://sc04.alicdn.com/kf/S5348bafa2abb49b3b4e3f8c59b65fa67K.jpg,320,320,0.7825,0.45,0.3521,0.1243,,
50,1601939692338,AAGPjmk4AOWGex-cDVm7jdzR,BQ027-R1 / K6116,Knit Lace Detail Casual Walking Shoes for Daily Walking and Casual Wear Model K6116,approved,Y,6,https://sc04.alicdn.com/kf/Sb23183a2d6004c2eb54584a1f3f5493eq.jpg,320,320,0.7525,0.43,0.3236,0.2161,,
51,1601939714238,AAFzjmk4AOWGex-cDVm7ijdd,BQ026-O1 / T5828,Custom Logo Knit Lace-Up Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model T5828,approved,Y,1,https://sc04.alicdn.com/kf/S867c7d41008a41e2b61f6f0ab6e9051aa.jpg,320,320,0.75,0.6825,0.5119,0.2283,,
51,1601939714238,AAFzjmk4AOWGex-cDVm7ijdd,BQ026-O1 / T5828,Custom Logo Knit Lace-Up Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model T5828,approved,Y,2,https://sc04.alicdn.com/kf/S64d898e5b458481aa96c5a26ea37f97cU.jpg,320,320,0.7625,0.7,0.5337,0.26,,
51,1601939714238,AAFzjmk4AOWGex-cDVm7ijdd,BQ026-O1 / T5828,Custom Logo Knit Lace-Up Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model T5828,approved,Y,3,https://sc04.alicdn.com/kf/S094bec82c2254252b3a047cdb25266fbc.jpg,320,320,0.7875,0.3625,0.2855,0.176,,
51,1601939714238,AAFzjmk4AOWGex-cDVm7ijdd,BQ026-O1 / T5828,Custom Logo Knit Lace-Up Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model T5828,approved,Y,4,https://sc04.alicdn.com/kf/S257fdfc7ddd743cabb22a2b8bf8dcdd2V.jpg,320,320,0.735,0.3425,0.2517,0.158,,
51,1601939714238,AAFzjmk4AOWGex-cDVm7ijdd,BQ026-O1 / T5828,Custom Logo Knit Lace-Up Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model T5828,approved,Y,5,https://sc04.alicdn.com/kf/Seb9c2c119f794a8790b52e4eb2b992660.jpg,320,320,0.8025,0.4025,0.323,0.1801,,
51,1601939714238,AAFzjmk4AOWGex-cDVm7ijdd,BQ026-O1 / T5828,Custom Logo Knit Lace-Up Walking Shoes Casual Shoes OEM ODM Private Label Footwear Supplier Model T5828,approved,Y,6,https://sc04.alicdn.com/kf/S22a430f42a33460487ec06e4df429907g.jpg,320,320,0.7525,0.3725,0.2803,0.1607,,
52,1601939725201,AAEtjmk4AOWGex-cDVm7ilxy,BQ026-R1 / T5828,Knit Lace-Up Walking Shoes Casual Shoes for Daily Walking and Casual Wear Model T5828,approved,Y,1,https://sc04.alicdn.com/kf/S547b4f21e59148438a7b091f0f01ab65R.jpg,320,320,0.8225,0.4125,0.3393,0.1878,P0_LOW_HERO_OCCUPANCY,
52,1601939725201,AAEtjmk4AOWGex-cDVm7ilxy,BQ026-R1 / T5828,Knit Lace-Up Walking Shoes Casual Shoes for Daily Walking and Casual Wear Model T5828,approved,Y,2,https://sc04.alicdn.com/kf/Sf2cdd88fee884c61b42ae82f50dd1996j.jpg,320,320,0.7625,0.3725,0.284,0.1635,,
52,1601939725201,AAEtjmk4AOWGex-cDVm7ilxy,BQ026-R1 / T5828,Knit Lace-Up Walking Shoes Casual Shoes for Daily Walking and Casual Wear Model T5828,approved,Y,3,https://sc04.alicdn.com/kf/Sc25c7f635cd74d629b938dd714a1672e6.jpg,320,320,0.74,0.6725,0.4976,0.2203,,
52,1601939725201,AAEtjmk4AOWGex-cDVm7ilxy,BQ026-R1 / T5828,Knit Lace-Up Walking Shoes Casual Shoes for Daily Walking and Casual Wear Model T5828,approved,Y,4,https://sc04.alicdn.com/kf/Sce3d41cba73b41778a49d39cbd171e503.jpg,320,320,0.735,0.675,0.4961,0.237,,
52,1601939725201,AAEtjmk4AOWGex-cDVm7ilxy,BQ026-R1 / T5828,Knit Lace-Up Walking Shoes Casual Shoes for Daily Walking and Casual Wear Model T5828,approved,Y,5,https://sc04.alicdn.com/kf/S79786cc51d084a92a0bd031da8346bc6A.jpg,320,320,0.8,0.3625,0.29,0.1784,,
52,1601939725201,AAEtjmk4AOWGex-cDVm7ilxy,BQ026-R1 / T5828,Knit Lace-Up Walking Shoes Casual Shoes for Daily Walking and Casual Wear Model T5828,approved,Y,6,https://sc04.alicdn.com/kf/Sf248466ee59c4833a5617434851d6109S.jpg,320,320,0.75,0.35,0.2625,0.1634,,
53,1601939751016,AAGxjmk4AOWGex-cDVm7iseL,BQ025-R1 / A1689,Low Cut Knit Slip-On Walking Shoes Casual Shoes for Travel Commuting and Daily Wear Model A1689,approved,Y,1,https://sc04.alicdn.com/kf/Sffa40a1ec6e6404cb4235ffb9ff680bfv.jpg,320,320,0.82,0.51,0.4182,0.2611,,
53,1601939751016,AAGxjmk4AOWGex-cDVm7iseL,BQ025-R1 / A1689,Low Cut Knit Slip-On Walking Shoes Casual Shoes for Travel Commuting and Daily Wear Model A1689,approved,Y,2,https://sc04.alicdn.com/kf/S3413109ddce24a56ab55e6f8b016d1a13.jpg,320,320,0.76,0.465,0.3534,0.2216,,
53,1601939751016,AAGxjmk4AOWGex-cDVm7iseL,BQ025-R1 / A1689,Low Cut Knit Slip-On Walking Shoes Casual Shoes for Travel Commuting and Daily Wear Model A1689,approved,Y,3,https://sc04.alicdn.com/kf/S845e9b2b45fb4946a6d8c77ab2c20138C.jpg,320,320,0.7925,0.4875,0.3863,0.2384,,
