product_id,model,title_model,title_repeat,keyword_candidate,attribute_semantic_candidate,wide_toe_candidate,confirmed_error_candidate,notes
10000044034049,BQ-017,CONFIRMED_ERROR,NONE,NONE,NONE,NONE,TITLE_MODEL,EVA | Summer | Spring | Autumn | Walking Shoes | EVA | Mesh | Solid | Round Toe | Solid | Stretch Fabric | Breathable | Anti-Slip | Light Weight | comfort | CN;FUJ | Beiqiang | BQ-017
1601924792152,BQ040 / 1689,CONFIRMED_ERROR,NONE,NONE,MACHINE_CANDIDATE,NONE,TITLE_MODEL,md | Mesh | Slip-On | Round Toe | Fujian; China | BQ040 / 1689 | MD Foam | Knitted Textile Upper
1601838963947,BQ-021,PASS,NONE,NONE,NONE,NONE,NONE,EVA | Summer | Spring | Autumn | Walking Shoes | EVA | Mesh | Solid | Round Toe | Solid | Stretch Fabric | Breathable | Anti-Slip | Light Weight | comfort | CN;FUJ | Beiqiang | BQ-021
11000037600317,BQ034 / T5505,CONFIRMED_ERROR,MACHINE_CANDIDATE,NONE,NONE,NONE,TITLE_MODEL,EVA | Summer | Spring | Autumn | Walking Shoes | EVA | Mesh | Solid | Slip-On | Round Toe | Solid | Breathable | Anti-Slip | Light Weight | comfort | CN;FUJ | Beiqiang | BQ034 / T5505 | Knitted
10000043725883,BQ-011,CONFIRMED_ERROR,NONE,NONE,NONE,NONE,TITLE_MODEL,EVA | Summer | Spring | Autumn | Walking Shoes | EVA | Mesh | Solid | Round Toe | Solid | Stretch Fabric | Breathable | Anti-Slip | Light Weight | comfort | CN;FUJ | Beiqiang | BQ-011
10000046705043,BQ-035 / A001,CONFIRMED_ERROR,NONE,NONE,NONE,NONE,TITLE_MODEL,Rubber | Summer | Spring | Autumn | Walking Shoes | Rubber | Mesh | Solid | Slip-On | Round Toe | Solid | Breathable | Anti-Slip | Light Weight | comfort | CN;FUJ | Beiqiang | BQ-035 / A001 | Knitted
10000047198577,BQ048 / A212,PASS,NONE,NONE,NONE,NONE,NONE,Other | All Seasons | Walking Shoes | Rubber | Plastic | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ048 / A212 | Textile
1601839105416,BQ028 / 7212,PASS,NONE,NONE,NONE,NONE,NONE,EVA | Summer | Spring | Autumn | Walking Shoes | EVA | Mesh | Solid | Round Toe | Solid | Stretch Fabric | Breathable | Anti-Slip | Light Weight | comfort | CN;FUJ | Beiqiang | BQ028 / 7212
1601924292931,BQ036 / 8025,CONFIRMED_ERROR,NONE,NONE,MACHINE_CANDIDATE,NONE,TITLE_MODEL,EVA | Mesh | Slip-On | Round Toe | Fujian; China | BQ036 / 8025 | Casual | EVA | High Top Knitted Textile Upper
1601924345456,BQ033 / T5503,CONFIRMED_ERROR,NONE,NONE,NONE,NONE,TITLE_MODEL,Lace-up | Round Toe | Fujian; China | BQ033 / T5503 | Foamed Material | Spring | Summer | Autumn | Casual | Walking Shoes | Foamed Material | Textile Lining | Solid | Solid | Knitted Textile | Breathable | Lightweight | 35 | 36 | 37 | 38 | 39 | 40 | 41 | 42 | 43 | 44 | 45
10000047221334,BQ044 / 811,PASS,NONE,NONE,NONE,NONE,NONE,Other | All Seasons | Walking Shoes | Rubber | Plastic | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ044 / 811 | Textile
10000044041008,BQ-019,CONFIRMED_ERROR,NONE,NONE,NONE,NONE,TITLE_MODEL,EVA | Summer | Spring | Autumn | Walking Shoes | EVA | Mesh | Solid | Round Toe | Solid | Stretch Fabric | Breathable | Anti-Slip | Light Weight | comfort | CN;FUJ | Beiqiang | BQ-019
1601924755368,BQ039 / 155,CONFIRMED_ERROR,MACHINE_CANDIDATE,NONE,MACHINE_CANDIDATE,NONE,TITLE_MODEL,Slip-On | Round Toe | Fujian; China | BQ039 / 155 | Foamed Material | Segmented Foamed Sole | Textile Lining | Stretch Knitted Textile Upper
10000044011929,BQ026 / T5828,PASS,NONE,NONE,NONE,NONE,NONE,EVA | Summer | Spring | Autumn | Walking Shoes | EVA | Mesh | Solid | Round Toe | Solid | Stretch Fabric | Breathable | Anti-Slip | Light Weight | comfort | CN;FUJ | Beiqiang | BQ026 / T5828
1601839062659,BQ029 / A025,PASS,NONE,NONE,NONE,NONE,NONE,EVA | Summer | Spring | Autumn | Walking Shoes | EVA | Mesh | Solid | Round Toe | Solid | Stretch Fabric | Breathable | Anti-Slip | Light Weight | comfort | CN;FUJ | Beiqiang | BQ029 / A025
10000046439033,BQ031 / ZX2116,PASS,NONE,NONE,NONE,NONE,NONE,EVA | Summer | Spring | Autumn | Walking Shoes | EVA | Mesh | Solid | Round Toe | Solid | Stretch Fabric | Breathable | Anti-Slip | Light Weight | comfort | CN;FUJ | Beiqiang | BQ031 / ZX2116
10000046653813,BQ032 / ZX2212,PASS,NONE,NONE,NONE,NONE,NONE,EVA | Summer | Spring | Autumn | Walking Shoes | Rubber | Mesh | Solid | Lace-up | Round Toe | Solid | Stretch Fabric | Breathable | Anti-Slip | Light Weight | comfort | CN;FUJ | Beiqiang | BQ032 / ZX2212
1601814931739,BQ006 / M8811,PASS,NONE,NONE,NONE,NONE,NONE,EVA | Summer | Spring | Autumn | Walking Shoes | EVA | Mesh | Solid | Lace-up | Round Toe | Solid | Stretch Fabric | Breathable | Anti-Slip | CN;FUJ | Beiqiang | BQ006 / M8811
10000043763325,BQ-013,CONFIRMED_ERROR,NONE,NONE,NONE,NONE,TITLE_MODEL,EVA | Summer | Spring | Autumn | Walking Shoes | EVA | Mesh | Solid | Round Toe | Solid | Stretch Fabric | Breathable | Anti-Slip | Light Weight | comfort | CN;FUJ | Beiqiang | BQ-013
10000047220568,BQ049 / A230,PASS,NONE,NONE,NONE,NONE,NONE,Other | All Seasons | Walking Shoes | Rubber | Plastic | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ049 / A230 | Textile
10000043732626,BQ-014,CONFIRMED_ERROR,NONE,NONE,NONE,NONE,TITLE_MODEL,EVA | Summer | Spring | Autumn | Walking Shoes | EVA | Mesh | Solid | Round Toe | Solid | Stretch Fabric | Breathable | Anti-Slip | Light Weight | comfort | CN;FUJ | Beiqiang | BQ-014
10000044007878,BQ-018,CONFIRMED_ERROR,NONE,NONE,NONE,NONE,TITLE_MODEL,EVA | Summer | Spring | Autumn | Walking Shoes | EVA | Mesh | Solid | Round Toe | Solid | Stretch Fabric | Breathable | Anti-Slip | Light Weight | comfort | CN;FUJ | Beiqiang | BQ-018
1601815020244,BQ005 / A503,PASS,NONE,NONE,NONE,NONE,NONE,EVA | Summer | Spring | Autumn | Walking Shoes | EVA | Mesh | Solid | Round Toe | Solid | Stretch Fabric | Breathable | Anti-Slip | CN;FUJ | Beiqiang | BQ005 / A503
10000047187673,BQ046 / A155,PASS,NONE,NONE,NONE,NONE,NONE,Other | All Seasons | Walking Shoes | Rubber | Plastic | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ046 / A155 | Textile
10000047201716,BQ052 / 9212,PASS,NONE,NONE,NONE,NONE,NONE,Other | All Seasons | Walking Shoes | EVA | Lace-up | Round Toe | Light Weight | Breathable | CN | BQ052 / 9212 | Textile
10000044041031,BQ024 / A830,PASS,NONE,NONE,NONE,NONE,NONE,EVA | Summer | Spring | Autumn | Walking Shoes | EVA | Mesh | Solid | Round Toe | Solid | Stretch Fabric | Breathable | Anti-Slip | Light Weight | comfort | CN;FUJ | Beiqiang | BQ024 / A830
10000043744505,BQ-012,CONFIRMED_ERROR,NONE,NONE,NONE,NONE,TITLE_MODEL,EVA | Summer | Spring | Autumn | Walking Shoes | EVA | Mesh | Solid | Round Toe | Solid | Stretch Fabric | Breathable | Anti-Slip | Light Weight | comfort | CN;FUJ | Beiqiang | BQ-012
10000047392343,BQ059 / A1888,PASS,NONE,NONE,MACHINE_CANDIDATE,NONE,NONE,Foamed Cushion Sole | Other | All Seasons | Walking Shoes | Other | Slip-On | Round Toe | Light Weight | CN | BQ059 / A1888 | Textile
10000047208726,BQ047 / A189,PASS,NONE,NONE,NONE,NONE,NONE,Other | All Seasons | Walking Shoes | Rubber | Plastic | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ047 / A189 | Textile
10000047396313,BQ060 / A350,PASS,NONE,NONE,NONE,NONE,NONE,Rubber-Plastic Sole | Other | All Seasons | Walking Shoes | Rubber | Plastic | Lace-up | Round Toe | Light Weight | CN | BQ060 / A350 | Textile
10000047356491,BQ061 / AA811,PASS,NONE,NONE,MACHINE_CANDIDATE,NONE,NONE,Foamed Cushion Sole | Other | All Seasons | Walking Shoes | Other | Lace-up | Round Toe | Light Weight | CN | BQ061 / AA811 | Textile
10000047307924,BQ053 / 1888,PASS,NONE,NONE,NONE,NONE,NONE,PU Sole | Other | All Seasons | Walking Shoes | PU | Slip-On | Round Toe | Light Weight | Breathable | CN | BQ053 / 1888 | Textile
10000043200726,BQ003 / R1218,PASS,NONE,NONE,NONE,NONE,NONE,EVA | Summer | Spring | Autumn | Walking Shoes | EVA | Mesh | Solid | Round Toe | Solid | Stretch Fabric | Breathable | Anti-Slip | CN;FUJ | Beiqiang | BQ003 / R1218
10000047166193,BQ042 / 206,PASS,NONE,NONE,NONE,NONE,NONE,All Seasons | Walking Shoes | Tpr | Lace-up | Round Toe | CN | Unbranded | BQ042 / 206 | Other | Other | Knitted | Textile
10000044024484,BQ025 / A1689,PASS,NONE,NONE,NONE,NONE,NONE,EVA | Summer | Spring | Autumn | Walking Shoes | EVA | Mesh | Solid | Round Toe | Solid | Stretch Fabric | Breathable | Anti-Slip | Light Weight | comfort | CN;FUJ | Beiqiang | BQ025 / A1689
10000044004948,BQ023 / A505,PASS,NONE,NONE,NONE,NONE,NONE,EVA | Summer | Spring | Autumn | Walking Shoes | EVA | Mesh | Solid | Round Toe | Solid | Stretch Fabric | Breathable | Anti-Slip | Light Weight | comfort | CN;FUJ | Beiqiang | BQ023 / A505
10000044028277,BQ027 / K6116,PASS,NONE,NONE,NONE,NONE,NONE,EVA | Summer | Spring | Autumn | Walking Shoes | EVA | Mesh | Solid | Round Toe | Solid | Stretch Fabric | Breathable | Anti-Slip | Light Weight | comfort | CN;FUJ | Beiqiang | BQ027 / K6116
1601825070472,BQ-007,CONFIRMED_ERROR,NONE,NONE,NONE,NONE,TITLE_MODEL,EVA | Summer | Spring | Autumn | Walking Shoes | EVA | Mesh | Solid | Round Toe | Solid | Stretch Fabric | Breathable | Anti-Slip | CN;FUJ | Beiqiang | BQ-007
1601825074604,BQ-009,CONFIRMED_ERROR,NONE,NONE,NONE,NONE,TITLE_MODEL,EVA | Summer | Spring | Autumn | Walking Shoes | EVA | Mesh | Solid | Round Toe | Solid | Stretch Fabric | Breathable | Anti-Slip | CN;FUJ | Beiqiang | BQ-009
10000043201799,BQ-004,CONFIRMED_ERROR,NONE,NONE,NONE,NONE,TITLE_MODEL,EVA | Summer | Spring | Autumn | Walking Shoes | EVA | Mesh | Solid | Round Toe | Solid | Stretch Fabric | Breathable | Anti-Slip | CN;FUJ | Beiqiang | BQ-004
10000042896165,BQ-002,CONFIRMED_ERROR,NONE,NONE,NONE,NONE,TITLE_MODEL,EVA | Summer | Spring | Autumn | Walking Shoes | EVA | Cotton Fabric | Solid | Round Toe | Solid | Stretch Fabric | Breathable | Anti-Slip | Light Weight | comfort | CN | Beiqiang | BQ-002
10000042821848,BQ-001,CONFIRMED_ERROR,NONE,NONE,NONE,NONE,TITLE_MODEL,EVA | Summer | Spring | Autumn | Walking Shoes | EVA | Cotton Fabric | Solid | Round Toe | Solid | Stretch Fabric | Breathable | Anti-Slip | CN;FUJ | Beiqiang | BQ-001
